Id,rating,sentiment,product_name,review_text,price,discount_percent,returned
2536,8.8,positive,Desk Lamp,High performance and sleek design make it worth every penny.,424.27,15.1,1
2537,8.9,positive,Tablet,The sound quality is amazing and battery lasts all day.,422.67,57.1,0
2538,6.8,neutral,Desk Lamp,It works as described but could be better.,878.63,51.2,0
2539,3.9,negative,Gaming Mouse,Terrible quality and unreliable performance.,719.29,57.5,1
2540,3.5,negative,Smartwatch,Customer support was unhelpful and slow.,127.65,56.9,1
2541,4.7,neutral,Coffee Maker,"Average quality, matches the price.",460.81,17.7,0
2542,0.0,negative,Gaming Mouse,"Would not recommend, waste of money.",566.36,23.4,1
2543,0.1,negative,Electric Toothbrush,Stopped working after a few uses.,895.54,15.0,1
2544,2.8,negative,Desk Lamp,Terrible quality and unreliable performance.,837.41,30.5,0
2545,6.3,neutral,Vacuum Cleaner,Delivery took longer than expected but item works fine.,518.92,19.4,1
2546,4.7,neutral,Smartphone,It works as described but could be better.,423.21,37.5,1
2547,6.4,neutral,Bluetooth Speaker,The color was slightly off but not a big deal.,746.12,35.8,1
2548,3.1,negative,Camera,"Would not recommend, waste of money.",299.96,63.0,0
2549,3.9,negative,Laptop,Terrible quality and unreliable performance.,71.41,47.2,1
2550,8.0,positive,Smartphone,The product exceeded my expectations and arrived on time.,924.03,68.7,1
2551,3.2,negative,Gaming Mouse,Stopped working after a few uses.,426.71,24.3,0
2552,3.3,negative,Backpack,Did not meet my expectations at all.,11.51,33.4,1
2553,2.3,negative,Sneakers,Did not meet my expectations at all.,124.72,40.3,1
2554,6.6,neutral,LED TV,"Average quality, matches the price.",842.04,63.5,1
2555,5.9,neutral,Water Bottle,The color was slightly off but not a big deal.,395.63,0.4,1
2556,1.1,negative,Smartphone,Stopped working after a few uses.,307.11,14.9,1
2557,1.2,negative,Laptop,Customer support was unhelpful and slow.,615.92,0.6,1
2558,9.3,positive,Wireless Charger,High performance and sleek design make it worth every penny.,87.1,51.8,0
2559,3.1,negative,Tablet,"Would not recommend, waste of money.",649.88,35.0,0
2560,7.8,positive,LED TV,Fast delivery and great customer service!,528.16,45.6,1
2561,5.4,neutral,Vacuum Cleaner,Delivery took longer than expected but item works fine.,572.7,10.5,1
2562,6.5,neutral,Sneakers,It gets the job done but lacks some features.,820.91,49.0,1
2563,2.6,negative,LED TV,The item arrived damaged and unusable.,765.59,46.2,1
2564,0.1,negative,LED TV,Did not meet my expectations at all.,983.8,6.6,0
2565,0.1,negative,Laptop,Terrible quality and unreliable performance.,644.82,11.3,0
2566,0.3,negative,Microwave Oven,The item arrived damaged and unusable.,78.8,53.1,1
2567,8.1,positive,Backpack,The product exceeded my expectations and arrived on time.,655.23,35.8,0
2568,5.9,neutral,Electric Toothbrush,Overall decent but not outstanding.,72.62,11.6,0
2569,2.0,negative,Bluetooth Speaker,Poor quality and very disappointing experience.,788.21,39.3,1
2570,0.3,negative,Electric Toothbrush,Customer support was unhelpful and slow.,874.63,40.4,1
2571,1.8,negative,Water Bottle,It broke after the first day of use.,76.1,56.9,0
2572,2.9,negative,LED TV,Did not meet my expectations at all.,937.29,11.1,0
2573,9.3,positive,Wireless Charger,High performance and sleek design make it worth every penny.,87.1,51.8,0
2574,0.3,negative,Microwave Oven,The item arrived damaged and unusable.,78.8,53.1,1
2575,4.7,neutral,Bluetooth Speaker,Overall decent but not outstanding.,433.08,14.7,0
2576,3.6,negative,Coffee Maker,Terrible quality and unreliable performance.,794.74,2.7,0
2577,5.2,neutral,Wireless Charger,It works as described but could be better.,358.17,45.4,0
2578,8.5,positive,Wireless Headphones,Super easy to use and looks amazing.,958.73,67.5,0
2579,3.7,negative,Smartphone,Poor quality and very disappointing experience.,617.38,40.7,1
2580,1.4,negative,Gaming Mouse,Did not meet my expectations at all.,209.52,6.6,0
2581,2.2,negative,Water Bottle,The item arrived damaged and unusable.,156.77,24.2,0
2582,1.9,negative,Tablet,Customer support was unhelpful and slow.,613.51,47.6,1
2583,7.0,positive,Wireless Headphones,High performance and sleek design make it worth every penny.,986.08,55.0,1
2584,5.8,neutral,Smartwatch,Delivery took longer than expected but item works fine.,730.32,42.5,1
2585,3.4,negative,LED TV,The item arrived damaged and unusable.,737.86,35.8,1
2586,6.0,neutral,Laptop,Overall decent but not outstanding.,493.26,58.9,1
2587,1.2,negative,LED TV,The item arrived damaged and unusable.,129.01,51.7,0
2588,6.3,neutral,Smartwatch,It’s fine for occasional use.,88.01,59.7,1
2589,3.8,negative,Desk Lamp,Did not meet my expectations at all.,765.11,55.1,1
2590,2.1,negative,LED TV,Did not meet my expectations at all.,834.8,36.0,0
2591,9.1,positive,Bluetooth Speaker,"Excellent quality and perfect fit, highly recommend!",264.53,1.2,1
2592,0.8,negative,Wireless Headphones,"Would not recommend, waste of money.",159.56,21.5,1
2593,2.5,negative,LED TV,The item arrived damaged and unusable.,625.73,36.7,1
2594,4.8,neutral,Smartphone,The color was slightly off but not a big deal.,64.65,46.7,0
2595,1.5,negative,Wireless Headphones,"Would not recommend, waste of money.",27.7,52.3,0
2596,3.1,negative,Wireless Headphones,The item arrived damaged and unusable.,793.2,25.4,0
2597,1.4,negative,Wireless Charger,Poor quality and very disappointing experience.,903.75,16.4,0
2598,4.3,neutral,Vacuum Cleaner,Overall decent but not outstanding.,658.0,20.5,1
2599,8.8,positive,Wireless Charger,"Very durable, I’m extremely satisfied with my purchase.",267.66,9.9,1
2600,0.1,negative,Electric Toothbrush,Terrible quality and unreliable performance.,51.44,6.2,1
2601,8.5,positive,Vacuum Cleaner,"Very durable, I’m extremely satisfied with my purchase.",775.3,14.8,0
2602,3.6,negative,Hair Dryer,Did not meet my expectations at all.,763.32,40.5,0
2603,9.5,positive,Electric Toothbrush,"Excellent quality and perfect fit, highly recommend!",712.21,66.8,1
2604,4.7,neutral,Running Shoes,Delivery took longer than expected but item works fine.,427.98,21.2,0
2605,5.1,neutral,LED TV,It’s fine for occasional use.,906.39,24.8,1
2606,5.6,neutral,Desk Lamp,"Average quality, matches the price.",944.69,35.1,0
2607,8.7,positive,Sneakers,Super easy to use and looks amazing.,80.32,49.3,0
2608,4.7,neutral,Coffee Maker,"Average quality, matches the price.",460.81,17.7,0
2609,9.6,positive,Running Shoes,"Very durable, I’m extremely satisfied with my purchase.",225.49,35.3,1
2610,4.8,neutral,Vacuum Cleaner,It gets the job done but lacks some features.,386.9,8.7,1
2611,2.6,negative,Camera,"Would not recommend, waste of money.",961.57,62.7,0
2612,5.9,neutral,Tablet,The color was slightly off but not a big deal.,480.96,0.9,1
2613,0.8,negative,Backpack,The item arrived damaged and unusable.,418.74,12.4,1
2614,0.4,negative,Smartwatch,Did not meet my expectations at all.,53.36,47.7,1
2615,2.1,negative,Tablet,Terrible quality and unreliable performance.,921.25,51.3,0
2616,5.5,neutral,Backpack,"Average quality, matches the price.",743.35,8.0,0
2617,6.5,neutral,Electric Toothbrush,It’s fine for occasional use.,513.4,3.7,1
2618,6.5,neutral,Gaming Mouse,"The product is okay, nothing special.",705.43,51.1,1
2619,3.6,negative,Vacuum Cleaner,Terrible quality and unreliable performance.,606.68,26.7,0
2620,0.9,negative,Water Bottle,"Would not recommend, waste of money.",630.69,66.2,1
2621,0.0,negative,Microwave Oven,Did not meet my expectations at all.,361.35,19.9,0
2622,7.9,positive,Laptop,Fast delivery and great customer service!,448.67,28.3,0
2623,0.5,negative,Camera,The item arrived damaged and unusable.,454.06,64.7,0
2624,9.8,positive,LED TV,High performance and sleek design make it worth every penny.,319.54,50.5,1
2625,2.5,negative,Bluetooth Speaker,Did not meet my expectations at all.,545.06,57.7,0
2626,1.4,negative,Laptop,"Would not recommend, waste of money.",923.47,35.8,0
2627,1.0,negative,Sneakers,"Would not recommend, waste of money.",743.53,24.7,1
2628,2.3,negative,Sneakers,Did not meet my expectations at all.,611.56,34.3,1
2629,5.5,neutral,Backpack,The color was slightly off but not a big deal.,653.26,3.5,0
2630,0.6,negative,Laptop,"Would not recommend, waste of money.",56.35,60.2,1
2631,8.0,positive,Camera,The product exceeded my expectations and arrived on time.,486.47,0.7,0
2632,3.2,negative,Vacuum Cleaner,"Would not recommend, waste of money.",555.11,18.0,0
2633,4.7,neutral,Laptop,It’s fine for occasional use.,422.15,52.9,1
2634,3.9,negative,Gaming Mouse,Terrible quality and unreliable performance.,414.36,14.2,0
2635,4.5,neutral,Gaming Mouse,It gets the job done but lacks some features.,353.82,36.6,0
2636,2.8,negative,Smartphone,Terrible quality and unreliable performance.,741.04,66.7,0
2637,1.6,negative,Backpack,Did not meet my expectations at all.,268.6,4.5,1
2638,8.0,positive,Microwave Oven,Fast delivery and great customer service!,990.58,51.1,0
2639,6.2,neutral,Smartphone,It works as described but could be better.,675.47,67.6,1
2640,4.7,neutral,Wireless Charger,It works as described but could be better.,888.1,43.2,0
2641,5.9,neutral,Bluetooth Speaker,"Average quality, matches the price.",254.43,11.2,0
2642,8.5,positive,Wireless Headphones,It works flawlessly and the price was fair.,519.58,63.6,1
2643,7.6,positive,LED TV,Super easy to use and looks amazing.,203.75,13.9,0
2644,4.1,neutral,Vacuum Cleaner,Overall decent but not outstanding.,645.5,15.1,0
2645,9.0,positive,Electric Toothbrush,"Excellent quality and perfect fit, highly recommend!",200.79,27.2,1
2646,5.0,neutral,Wireless Headphones,The color was slightly off but not a big deal.,452.31,28.5,0
2647,5.6,neutral,Laptop,Delivery took longer than expected but item works fine.,554.87,1.7,1
2648,2.2,negative,Electric Toothbrush,Customer support was unhelpful and slow.,972.21,43.2,0
2649,8.6,positive,Laptop,It works flawlessly and the price was fair.,106.89,66.7,0
2650,4.9,neutral,Desk Lamp,Overall decent but not outstanding.,439.77,50.0,1
2651,5.3,neutral,Backpack,It’s fine for occasional use.,403.11,63.0,1
2652,9.0,positive,Smartwatch,Super easy to use and looks amazing.,727.41,49.1,1
2653,4.8,neutral,Laptop,The color was slightly off but not a big deal.,702.67,46.4,1
2654,8.5,positive,Microwave Oven,High performance and sleek design make it worth every penny.,27.43,63.0,0
2655,6.4,neutral,Gaming Mouse,The color was slightly off but not a big deal.,345.83,52.5,0
2656,9.2,positive,Water Bottle,It works flawlessly and the price was fair.,769.31,12.8,0
2657,5.2,neutral,Camera,It’s fine for occasional use.,703.04,6.5,0
2658,3.7,negative,Wireless Headphones,Customer support was unhelpful and slow.,685.83,8.7,1
2659,3.2,negative,Backpack,Terrible quality and unreliable performance.,401.97,53.6,0
2660,5.8,neutral,Smartwatch,"The product is okay, nothing special.",463.26,48.8,1
2661,9.5,positive,Electric Toothbrush,"Excellent quality and perfect fit, highly recommend!",712.21,66.8,1
2662,3.5,negative,Bluetooth Speaker,The item arrived damaged and unusable.,446.08,48.7,1
2663,6.4,neutral,Smartphone,"The product is okay, nothing special.",92.71,55.5,0
2664,5.6,neutral,Smartwatch,"Average quality, matches the price.",492.77,31.6,0
2665,0.1,negative,Electric Toothbrush,Stopped working after a few uses.,465.92,42.5,0
2666,8.2,positive,Bluetooth Speaker,High performance and sleek design make it worth every penny.,650.81,22.6,0
2667,0.2,negative,Bluetooth Speaker,Did not meet my expectations at all.,309.69,3.3,1
2668,8.5,positive,Microwave Oven,The sound quality is amazing and battery lasts all day.,396.28,39.6,0
2669,4.2,neutral,Sneakers,The color was slightly off but not a big deal.,118.57,17.2,0
2670,8.0,positive,Camera,The sound quality is amazing and battery lasts all day.,737.93,7.3,1
2671,0.4,negative,Laptop,"Would not recommend, waste of money.",22.96,56.0,0
2672,6.0,neutral,Sneakers,It gets the job done but lacks some features.,19.41,30.6,1
2673,3.3,negative,Wireless Charger,"Would not recommend, waste of money.",712.1,41.5,0
2674,1.3,negative,Laptop,Terrible quality and unreliable performance.,816.91,39.3,0
2675,5.7,neutral,Smartphone,"The product is okay, nothing special.",685.66,30.1,0
2676,3.8,negative,Coffee Maker,Poor quality and very disappointing experience.,380.34,11.1,1
2677,5.9,neutral,Wireless Headphones,Delivery took longer than expected but item works fine.,214.99,36.7,0
2678,8.0,positive,Backpack,Fast delivery and great customer service!,424.45,62.9,0
2679,7.2,positive,Microwave Oven,"Very durable, I’m extremely satisfied with my purchase.",521.54,27.6,0
2680,6.3,neutral,Smartwatch,It’s fine for occasional use.,88.01,59.7,1
2681,5.5,neutral,Wireless Headphones,"The product is okay, nothing special.",71.89,60.1,0
2682,5.4,neutral,Wireless Headphones,Overall decent but not outstanding.,517.89,45.1,1
2683,3.8,negative,Vacuum Cleaner,Poor quality and very disappointing experience.,54.59,12.7,1
2684,3.6,negative,Microwave Oven,Customer support was unhelpful and slow.,207.33,57.9,1
2685,3.1,negative,Smartphone,Stopped working after a few uses.,874.48,65.6,0
2686,4.2,neutral,Desk Lamp,The color was slightly off but not a big deal.,267.01,35.0,0
2687,6.3,neutral,Backpack,It works as described but could be better.,132.27,3.1,1
2688,4.5,neutral,Tablet,It works as described but could be better.,666.51,49.3,1
2689,9.3,positive,Water Bottle,It works flawlessly and the price was fair.,37.33,34.1,1
2690,3.1,negative,Running Shoes,Poor quality and very disappointing experience.,673.78,12.2,0
2691,5.3,neutral,Camera,It gets the job done but lacks some features.,353.19,69.9,0
2692,4.4,neutral,Sneakers,"Average quality, matches the price.",757.31,47.1,0
2693,9.7,positive,Water Bottle,It works flawlessly and the price was fair.,50.22,54.5,0
2694,5.1,neutral,Bluetooth Speaker,The color was slightly off but not a big deal.,503.67,53.7,0
2695,4.3,neutral,Laptop,Delivery took longer than expected but item works fine.,841.95,40.3,0
2696,4.5,neutral,Laptop,"Average quality, matches the price.",109.83,61.1,0
2697,7.0,positive,Coffee Maker,The sound quality is amazing and battery lasts all day.,13.53,16.4,0
2698,8.9,positive,Vacuum Cleaner,The product exceeded my expectations and arrived on time.,31.36,22.1,1
2699,4.3,neutral,Smartphone,It’s fine for occasional use.,780.7,65.3,0
2700,1.3,negative,Coffee Maker,The item arrived damaged and unusable.,602.7,21.5,0
2701,7.2,positive,Microwave Oven,"Very durable, I’m extremely satisfied with my purchase.",521.54,27.6,0
2702,1.0,negative,Backpack,It broke after the first day of use.,895.96,69.0,1
2703,9.1,positive,Sneakers,The product exceeded my expectations and arrived on time.,307.53,62.2,1
2704,5.3,neutral,Water Bottle,"Average quality, matches the price.",315.69,67.6,0
2705,2.6,negative,Tablet,Poor quality and very disappointing experience.,500.72,37.4,0
2706,0.1,negative,Running Shoes,It broke after the first day of use.,936.9,35.0,1
2707,6.6,neutral,Wireless Charger,It gets the job done but lacks some features.,319.73,58.6,0
2708,0.2,negative,LED TV,"Would not recommend, waste of money.",194.91,21.5,0
2709,2.0,negative,LED TV,Poor quality and very disappointing experience.,595.21,53.4,0
2710,0.9,negative,Water Bottle,"Would not recommend, waste of money.",630.69,66.2,1
2711,7.4,positive,Backpack,High performance and sleek design make it worth every penny.,407.54,8.9,1
2712,5.8,neutral,Smartwatch,"The product is okay, nothing special.",463.26,48.8,1
2713,5.7,neutral,Wireless Headphones,Overall decent but not outstanding.,220.94,34.2,0
2714,3.0,negative,Sneakers,The item arrived damaged and unusable.,493.71,64.5,1
2715,3.3,negative,Coffee Maker,Stopped working after a few uses.,347.96,29.7,1
2716,5.9,neutral,Laptop,The color was slightly off but not a big deal.,965.23,57.0,1
2717,6.3,neutral,Water Bottle,It gets the job done but lacks some features.,65.57,16.6,1
2718,7.6,positive,Coffee Maker,High performance and sleek design make it worth every penny.,765.61,45.2,1
2719,8.2,positive,Vacuum Cleaner,The sound quality is amazing and battery lasts all day.,836.44,36.4,1
2720,10.0,positive,Wireless Charger,It works flawlessly and the price was fair.,710.91,38.5,0
2721,6.8,neutral,Electric Toothbrush,Overall decent but not outstanding.,313.86,45.7,0
2722,8.6,positive,Coffee Maker,"Excellent quality and perfect fit, highly recommend!",857.79,29.3,0
2723,4.3,neutral,Wireless Headphones,It’s fine for occasional use.,844.01,22.9,0
2724,8.9,positive,Running Shoes,The sound quality is amazing and battery lasts all day.,89.81,47.8,1
2725,5.0,neutral,Desk Lamp,It gets the job done but lacks some features.,560.83,10.2,0
2726,6.3,neutral,Vacuum Cleaner,It works as described but could be better.,143.63,36.1,1
2727,0.8,negative,Wireless Headphones,"Would not recommend, waste of money.",159.56,21.5,1
2728,4.0,neutral,Bluetooth Speaker,It gets the job done but lacks some features.,243.99,66.5,0
2729,7.8,positive,LED TV,Fast delivery and great customer service!,528.16,45.6,1
2730,6.5,neutral,Electric Toothbrush,It’s fine for occasional use.,513.4,3.7,1
2731,0.8,negative,Backpack,The item arrived damaged and unusable.,434.38,19.1,1
2732,2.4,negative,Laptop,It broke after the first day of use.,614.64,34.9,1
2733,9.1,positive,Smartphone,"Excellent quality and perfect fit, highly recommend!",212.28,11.1,1
2734,4.5,neutral,Wireless Headphones,Overall decent but not outstanding.,420.76,69.7,0
2735,7.0,positive,Vacuum Cleaner,"Very durable, I’m extremely satisfied with my purchase.",688.08,59.1,0
2736,9.3,positive,Hair Dryer,It works flawlessly and the price was fair.,80.51,10.5,0
2737,9.1,positive,Microwave Oven,High performance and sleek design make it worth every penny.,456.99,2.6,1
2738,5.9,neutral,Tablet,The color was slightly off but not a big deal.,480.96,0.9,1
2739,5.8,neutral,Vacuum Cleaner,Overall decent but not outstanding.,725.74,40.8,1
2740,7.5,positive,Laptop,"Very durable, I’m extremely satisfied with my purchase.",451.4,42.8,0
2741,7.8,positive,Microwave Oven,"Very durable, I’m extremely satisfied with my purchase.",530.49,0.5,0
2742,5.5,neutral,Laptop,"The product is okay, nothing special.",843.72,6.3,1
2743,4.7,neutral,Wireless Charger,It works as described but could be better.,888.1,43.2,0
2744,2.8,negative,Hair Dryer,Poor quality and very disappointing experience.,813.78,67.4,0
2745,7.6,positive,Running Shoes,The product exceeded my expectations and arrived on time.,299.15,5.1,0
2746,0.8,negative,Microwave Oven,The item arrived damaged and unusable.,676.23,29.1,1
2747,4.3,neutral,Vacuum Cleaner,Overall decent but not outstanding.,658.0,20.5,1
2748,5.8,neutral,Running Shoes,It’s fine for occasional use.,917.79,32.0,1
2749,4.6,neutral,Camera,It gets the job done but lacks some features.,645.97,9.5,0
2750,7.1,positive,Wireless Headphones,High performance and sleek design make it worth every penny.,702.18,44.6,0
2751,5.4,neutral,Vacuum Cleaner,Delivery took longer than expected but item works fine.,572.7,10.5,1
2752,2.4,negative,Hair Dryer,It broke after the first day of use.,94.2,63.1,0
2753,5.1,neutral,Vacuum Cleaner,It’s fine for occasional use.,324.41,45.3,1
2754,4.0,neutral,Desk Lamp,"The product is okay, nothing special.",261.96,9.5,0
2755,0.6,negative,Running Shoes,Did not meet my expectations at all.,168.71,60.0,0
2756,5.2,neutral,Wireless Charger,It works as described but could be better.,358.17,45.4,0
2757,5.4,neutral,Backpack,Overall decent but not outstanding.,390.43,33.8,1
2758,3.1,negative,Smartphone,Terrible quality and unreliable performance.,476.4,32.4,0
2759,4.4,neutral,Bluetooth Speaker,It’s fine for occasional use.,851.37,33.8,0
2760,2.1,negative,Laptop,Customer support was unhelpful and slow.,469.69,43.6,0
2761,4.3,neutral,Backpack,It’s fine for occasional use.,734.76,67.7,1
2762,3.9,negative,Bluetooth Speaker,Poor quality and very disappointing experience.,100.98,42.1,0
2763,5.0,neutral,Bluetooth Speaker,Overall decent but not outstanding.,101.76,56.0,0
2764,6.4,neutral,Tablet,"The product is okay, nothing special.",74.56,40.7,1
2765,1.6,negative,Sneakers,Customer support was unhelpful and slow.,330.19,18.1,0
2766,1.9,negative,Laptop,Stopped working after a few uses.,386.9,47.7,0
2767,6.8,neutral,Smartphone,It gets the job done but lacks some features.,483.38,51.6,1
2768,2.1,negative,Laptop,Customer support was unhelpful and slow.,469.69,43.6,0
2769,4.5,neutral,Laptop,Delivery took longer than expected but item works fine.,148.1,14.9,1
2770,2.8,negative,Desk Lamp,Terrible quality and unreliable performance.,837.41,30.5,0
2771,8.4,positive,Gaming Mouse,It works flawlessly and the price was fair.,340.11,45.7,1
2772,2.5,negative,Bluetooth Speaker,Did not meet my expectations at all.,545.06,57.7,0
2773,5.3,neutral,Vacuum Cleaner,It gets the job done but lacks some features.,991.49,5.9,1
2774,0.4,negative,LED TV,Poor quality and very disappointing experience.,895.41,52.0,0
2775,4.1,neutral,Wireless Headphones,The color was slightly off but not a big deal.,144.3,55.5,0
2776,1.4,negative,Backpack,Poor quality and very disappointing experience.,994.58,1.9,0
2777,8.8,positive,Vacuum Cleaner,"Excellent quality and perfect fit, highly recommend!",11.09,68.1,1
2778,6.8,neutral,Backpack,The color was slightly off but not a big deal.,737.51,34.9,1
2779,0.5,negative,Wireless Charger,Poor quality and very disappointing experience.,133.33,32.3,0
2780,9.4,positive,Coffee Maker,Super easy to use and looks amazing.,479.78,27.6,0
2781,3.3,negative,Smartphone,The item arrived damaged and unusable.,847.4,67.5,1
2782,3.7,negative,Wireless Headphones,Did not meet my expectations at all.,521.99,33.2,1
2783,9.2,positive,Desk Lamp,It works flawlessly and the price was fair.,327.0,67.1,0
2784,5.5,neutral,LED TV,Delivery took longer than expected but item works fine.,165.04,41.8,0
2785,8.2,positive,Vacuum Cleaner,The sound quality is amazing and battery lasts all day.,836.44,36.4,1
2786,4.7,neutral,Smartphone,It gets the job done but lacks some features.,582.07,36.9,0
2787,4.7,neutral,Smartphone,It gets the job done but lacks some features.,582.07,36.9,0
2788,4.5,neutral,Wireless Charger,"The product is okay, nothing special.",255.28,28.8,1
2789,4.9,neutral,Desk Lamp,Overall decent but not outstanding.,439.77,50.0,1
2790,5.4,neutral,Laptop,Delivery took longer than expected but item works fine.,686.53,32.6,1
2791,8.2,positive,Smartphone,The product exceeded my expectations and arrived on time.,535.22,3.4,0
2792,2.3,negative,Electric Toothbrush,Terrible quality and unreliable performance.,990.79,37.1,1
2793,5.6,neutral,Laptop,Delivery took longer than expected but item works fine.,554.87,1.7,1
2794,1.3,negative,Laptop,Terrible quality and unreliable performance.,816.91,39.3,0
2795,8.6,positive,Laptop,Fast delivery and great customer service!,578.5,48.8,1
2796,1.1,negative,Desk Lamp,Stopped working after a few uses.,291.58,43.8,1
2797,7.9,positive,Laptop,Fast delivery and great customer service!,448.67,28.3,0
2798,2.3,negative,Coffee Maker,Poor quality and very disappointing experience.,173.78,14.1,1
2799,10.0,positive,Gaming Mouse,Super easy to use and looks amazing.,753.51,61.5,1
2800,3.1,negative,Camera,"Would not recommend, waste of money.",299.96,63.0,0
2801,1.1,negative,Microwave Oven,"Would not recommend, waste of money.",275.42,11.0,0
2802,4.4,neutral,LED TV,Delivery took longer than expected but item works fine.,988.49,19.3,0
2803,8.4,positive,Wireless Charger,The product exceeded my expectations and arrived on time.,667.33,63.5,0
2804,8.9,positive,Backpack,High performance and sleek design make it worth every penny.,103.67,26.5,0
2805,9.4,positive,Tablet,The sound quality is amazing and battery lasts all day.,792.19,55.0,1
2806,0.9,negative,Wireless Headphones,Did not meet my expectations at all.,218.63,29.6,1
2807,5.6,neutral,Vacuum Cleaner,It gets the job done but lacks some features.,453.36,54.5,0
2808,6.8,neutral,Gaming Mouse,It gets the job done but lacks some features.,350.24,65.6,0
2809,0.8,negative,Wireless Headphones,Customer support was unhelpful and slow.,662.04,63.9,1
2810,2.3,negative,Wireless Headphones,The item arrived damaged and unusable.,354.79,6.6,0
2811,3.2,negative,Backpack,"Would not recommend, waste of money.",397.52,19.1,1
2812,1.6,negative,Water Bottle,Poor quality and very disappointing experience.,385.64,57.5,0
2813,0.8,negative,Vacuum Cleaner,The item arrived damaged and unusable.,859.88,41.4,0
2814,0.2,negative,Smartphone,Poor quality and very disappointing experience.,161.02,0.3,0
2815,4.6,neutral,Microwave Oven,It’s fine for occasional use.,847.16,41.3,1
2816,1.6,negative,Sneakers,Customer support was unhelpful and slow.,330.19,18.1,0
2817,4.5,neutral,Gaming Mouse,It’s fine for occasional use.,324.41,25.8,1
2818,7.6,positive,Running Shoes,The product exceeded my expectations and arrived on time.,299.15,5.1,0
2819,3.6,negative,Laptop,Terrible quality and unreliable performance.,695.58,61.1,1
2820,6.9,neutral,Wireless Charger,Overall decent but not outstanding.,435.83,51.3,1
2821,7.7,positive,Hair Dryer,It works flawlessly and the price was fair.,97.84,53.8,1
2822,6.6,neutral,Microwave Oven,"The product is okay, nothing special.",391.4,15.4,1
2823,6.9,neutral,Laptop,Overall decent but not outstanding.,137.44,46.1,0
2824,1.6,negative,Sneakers,Poor quality and very disappointing experience.,170.51,19.7,1
2825,8.6,positive,Laptop,Fast delivery and great customer service!,578.5,48.8,1
2826,1.7,negative,Smartphone,Did not meet my expectations at all.,323.53,51.6,0
2827,0.0,negative,Bluetooth Speaker,Customer support was unhelpful and slow.,482.84,51.6,0
2828,3.7,negative,Vacuum Cleaner,Did not meet my expectations at all.,170.3,19.7,1
2829,8.8,positive,Running Shoes,Super easy to use and looks amazing.,552.7,21.4,0
2830,1.2,negative,Laptop,Customer support was unhelpful and slow.,918.14,48.2,0
2831,2.1,negative,Vacuum Cleaner,Did not meet my expectations at all.,848.58,49.1,1
2832,5.8,neutral,Microwave Oven,It gets the job done but lacks some features.,272.8,69.6,1
2833,7.2,positive,Smartwatch,The product exceeded my expectations and arrived on time.,26.82,47.5,0
2834,6.7,neutral,Camera,It’s fine for occasional use.,823.43,37.4,0
2835,2.3,negative,Gaming Mouse,Customer support was unhelpful and slow.,166.47,47.7,0
2836,9.6,positive,Microwave Oven,It works flawlessly and the price was fair.,799.43,7.8,0
2837,3.4,negative,Camera,It broke after the first day of use.,687.03,23.3,0
2838,5.8,neutral,Running Shoes,It’s fine for occasional use.,917.79,32.0,1
2839,3.0,negative,Smartphone,The item arrived damaged and unusable.,713.46,17.3,0
2840,6.0,neutral,Camera,It gets the job done but lacks some features.,522.52,59.1,1
2841,7.8,positive,Backpack,Fast delivery and great customer service!,434.01,11.5,0
2842,4.8,neutral,Gaming Mouse,"The product is okay, nothing special.",433.71,13.6,1
2843,8.0,positive,Wireless Headphones,The product exceeded my expectations and arrived on time.,806.95,36.3,0
2844,0.9,negative,Bluetooth Speaker,Customer support was unhelpful and slow.,646.07,56.5,1
2845,2.0,negative,Smartphone,Terrible quality and unreliable performance.,466.16,21.8,1
2846,8.7,positive,Electric Toothbrush,It works flawlessly and the price was fair.,10.51,68.7,1
2847,9.7,positive,Smartphone,It works flawlessly and the price was fair.,797.9,21.5,0
2848,8.7,positive,Coffee Maker,"Very durable, I’m extremely satisfied with my purchase.",673.29,51.4,0
2849,5.3,neutral,Microwave Oven,It gets the job done but lacks some features.,609.95,25.1,0
2850,4.1,neutral,Gaming Mouse,It’s fine for occasional use.,91.56,32.7,0
2851,9.3,positive,Gaming Mouse,Super easy to use and looks amazing.,345.8,69.4,1
2852,4.8,neutral,Smartphone,The color was slightly off but not a big deal.,64.65,46.7,0
2853,6.4,neutral,Wireless Charger,Overall decent but not outstanding.,450.2,13.8,0
2854,2.0,negative,Smartphone,Terrible quality and unreliable performance.,466.16,21.8,1
2855,5.8,neutral,Vacuum Cleaner,Overall decent but not outstanding.,725.74,40.8,1
2856,4.6,neutral,Sneakers,The color was slightly off but not a big deal.,233.88,34.7,0
2857,2.7,negative,Laptop,Customer support was unhelpful and slow.,107.07,36.4,0
2858,4.4,neutral,LED TV,Delivery took longer than expected but item works fine.,988.49,19.3,0
2859,5.8,neutral,Gaming Mouse,"Average quality, matches the price.",197.24,33.8,1
2860,5.6,neutral,Vacuum Cleaner,It gets the job done but lacks some features.,453.36,54.5,0
2861,9.3,positive,Water Bottle,It works flawlessly and the price was fair.,37.33,34.1,1
2862,1.6,negative,Coffee Maker,"Would not recommend, waste of money.",247.49,1.7,0
2863,4.1,neutral,LED TV,"Average quality, matches the price.",468.98,52.5,0
2864,1.6,negative,Sneakers,Customer support was unhelpful and slow.,330.19,18.1,0
2865,6.8,neutral,Smartwatch,"The product is okay, nothing special.",313.26,60.8,1
